Record No,Programme code,Study Year,Academic Year,Course,Course Type
R4994,10073,1,2019-2020,1021,compulsory-elective
R4995,10073,1,2019-2020,1289,elective
R4996,10073,1,2019-2020,1268,elective
R4997,10073,1,2019-2020,1249,elective
R4998,10073,1,2019-2020,1211,elective
R4999,10073,1,2019-2020,1161,elective
R5000,10073,1,2019-2020,1084,elective
R5001,10073,1,2020-2021,1297,compulsory
R5002,10073,1,2020-2021,1086,compulsory
R5003,10073,1,2020-2021,1275,compulsory
R5004,10073,1,2020-2021,1257,compulsory
R5005,10073,1,2020-2021,1298,elective
R5006,10073,1,2020-2021,1285,elective
R5007,10073,1,2020-2021,1216,elective
R5008,10073,1,2020-2021,1183,elective
R5009,10073,1,2020-2021,1139,elective
R5010,10073,1,2020-2021,1072,elective
R5011,10073,1,2021-2022,1290,compulsory
R5012,10073,1,2021-2022,1216,compulsory
R5013,10073,1,2021-2022,1270,compulsory-elective
R5014,10073,1,2021-2022,1222,compulsory-elective
R5015,10073,1,2021-2022,1142,compulsory-elective
R5016,10073,1,2021-2022,1125,compulsory-elective
R5017,10073,1,2021-2022,1274,elective
R5018,10073,1,2021-2022,1214,elective
R5019,10073,1,2021-2022,1175,elective
R5020,10073,1,2021-2022,1107,elective
R5021,10073,1,2021-2022,1017,elective
R5022,10073,1,2022-2023,1174,compulsory
R5023,10073,1,2022-2023,1280,compulsory-elective
R5024,10073,1,2022-2023,1281,compulsory-elective
R5025,10073,1,2022-2023,1173,compulsory-elective
R5026,10073,1,2022-2023,1013,compulsory-elective
R5027,10073,1,2022-2023,1291,compulsory-elective
R5028,10073,1,2022-2023,1194,compulsory-elective
R5029,10073,1,2022-2023,1175,compulsory-elective
R5030,10073,1,2022-2023,1048,compulsory-elective
R5031,10073,1,2023-2024,1296,compulsory
R5032,10073,1,2023-2024,1064,compulsory
R5033,10073,1,2023-2024,1171,compulsory-elective
R5034,10073,1,2023-2024,1149,compulsory-elective
R5035,10073,1,2023-2024,1060,compulsory-elective
R5036,10073,1,2023-2024,1045,compulsory-elective
R5037,10073,1,2023-2024,1276,elective
R5038,10073,1,2023-2024,1190,elective
R5039,10073,1,2023-2024,1180,elective
R5040,10073,1,2023-2024,1169,elective
R5041,10073,1,2023-2024,1119,elective
R5042,10073,1,2023-2024,1055,elective
R5043,10073,2,2013-2014,1217,compulsory
R5044,10073,2,2013-2014,1147,compulsory-elective
R5045,10073,2,2013-2014,1065,compulsory-elective
R5046,10073,2,2013-2014,1251,elective
R5047,10073,2,2013-2014,1238,elective
R5048,10073,2,2013-2014,1202,elective
R5049,10073,2,2013-2014,1195,elective
R5050,10073,2,2013-2014,1181,elective
R5051,10073,2,2013-2014,1089,elective
R5052,10073,2,2014-2015,1297,compulsory
R5053,10073,2,2014-2015,1175,compulsory-elective
R5054,10073,2,2014-2015,1148,compulsory-elective
R5055,10073,2,2014-2015,1126,compulsory-elective
R5056,10073,2,2014-2015,1096,compulsory-elective
R5057,10073,2,2014-2015,1289,elective
R5058,10073,2,2014-2015,1276,elective
R5059,10073,2,2014-2015,1220,elective
R5060,10073,2,2014-2015,1057,elective
R5061,10073,2,2014-2015,1054,elective
R5062,10073,2,2015-2016,1017,compulsory
R5063,10073,2,2015-2016,1232,compulsory-elective
R5064,10073,2,2015-2016,1167,compulsory-elective
R5065,10073,2,2015-2016,1105,compulsory-elective
R5066,10073,2,2015-2016,1272,elective
R5067,10073,2,2015-2016,1270,elective
R5068,10073,2,2015-2016,1193,elective
R5069,10073,2,2015-2016,1153,elective
R5070,10073,2,2015-2016,1056,elective
R5071,10073,2,2015-2016,1032,elective
R5072,10073,2,2016-2017,1265,compulsory
R5073,10073,2,2016-2017,1087,compulsory-elective
R5074,10073,2,2016-2017,1018,compulsory-elective
R5075,10073,2,2016-2017,1004,compulsory-elective
R5076,10073,2,2016-2017,1262,elective
R5077,10073,2,2016-2017,1252,elective
R5078,10073,2,2016-2017,1117,elective
R5079,10073,2,2016-2017,1061,elective
R5080,10073,2,2017-2018,1179,compulsory
R5081,10073,2,2017-2018,1094,compulsory
R5082,10073,2,2017-2018,1245,compulsory-elective
R5083,10073,2,2017-2018,1202,compulsory-elective
R5084,10073,2,2017-2018,1075,compulsory-elective
R5085,10073,2,2017-2018,1072,compulsory-elective
R5086,10073,2,2017-2018,1280,elective
R5087,10073,2,2017-2018,1255,elective
R5088,10073,2,2017-2018,1170,elective
R5089,10073,2,2017-2018,1101,elective
R5090,10073,2,2017-2018,1085,elective
R5091,10073,2,2017-2018,1059,elective
R5092,10073,2,2018-2019,1158,compulsory
R5093,10073,2,2018-2019,1292,compulsory-elective
R5094,10073,2,2018-2019,1259,compulsory-elective
R5095,10073,2,2018-2019,1220,compulsory-elective
R5096,10073,2,2018-2019,1132,compulsory-elective
R5097,10073,2,2018-2019,1296,elective
R5098,10073,2,2018-2019,1211,elective
R5099,10073,2,2018-2019,1204,elective
R5100,10073,2,2018-2019,1135,elective
R5101,10073,2,2018-2019,1077,elective
R5102,10073,2,2018-2019,1004,elective
R5103,10073,2,2019-2020,1030,compulsory
R5104,10073,2,2019-2020,1010,compulsory
R5105,10073,2,2019-2020,1287,compulsory-elective
R5106,10073,2,2019-2020,1226,compulsory-elective
R5107,10073,2,2019-2020,1210,compulsory-elective
R5108,10073,2,2019-2020,1085,compulsory-elective
R5109,10073,2,2019-2020,1275,compulsory-elective
R5110,10073,2,2019-2020,1214,compulsory-elective
R5111,10073,2,2019-2020,1151,compulsory-elective
R5112,10073,2,2019-2020,1139,compulsory-elective
R5113,10073,2,2020-2021,1140,compulsory
R5114,10073,2,2020-2021,1127,compulsory
R5115,10073,2,2020-2021,1167,compulsory
R5116,10073,2,2020-2021,1066,compulsory
R5117,10073,2,2020-2021,1238,elective
R5118,10073,2,2020-2021,1174,elective
R5119,10073,2,2020-2021,1136,elective
R5120,10073,2,2020-2021,1049,elective
R5121,10073,2,2021-2022,1163,compulsory
R5122,10073,2,2021-2022,1286,compulsory-elective
R5123,10073,2,2021-2022,1216,compulsory-elective
R5124,10073,2,2021-2022,1101,compulsory-elective
R5125,10073,2,2021-2022,1279,elective
R5126,10073,2,2021-2022,1222,elective
R5127,10073,2,2021-2022,1197,elective
R5128,10073,2,2021-2022,1026,elective
R5129,10073,2,2022-2023,1202,compulsory
R5130,10073,2,2022-2023,1297,compulsory-elective
R5131,10073,2,2022-2023,1212,compulsory-elective
R5132,10073,2,2022-2023,1273,elective
R5133,10073,2,2022-2023,1217,elective
R5134,10073,2,2022-2023,1109,elective
R5135,10073,2,2022-2023,1074,elective
R5136,10073,2,2022-2023,1026,elective
R5137,10073,2,2022-2023,1009,elective
R5138,10073,2,2023-2024,1260,compulsory
R5139,10073,2,2023-2024,1168,compulsory
R5140,10073,2,2023-2024,1255,compulsory-elective
R5141,10073,2,2023-2024,1185,compulsory-elective
R5142,10073,2,2023-2024,1108,compulsory-elective
R5143,10073,2,2023-2024,1011,compulsory-elective
R5144,10073,2,2023-2024,1280,elective
R5145,10073,2,2023-2024,1261,elective
R5146,10073,2,2023-2024,1228,elective
R5147,10073,2,2023-2024,1184,elective
R5148,10073,2,2023-2024,1181,elective
R5149,10073,2,2023-2024,1041,elective
R5150,10073,3,2013-2014,1205,compulsory
R5151,10073,3,2013-2014,1193,compulsory
R5152,10073,3,2013-2014,1219,compulsory-elective
R5153,10073,3,2013-2014,1186,compulsory-elective
R5154,10073,3,2013-2014,1174,compulsory-elective
R5155,10073,3,2013-2014,1272,elective
R5156,10073,3,2013-2014,1229,elective
R5157,10073,3,2013-2014,1113,elective
R5158,10073,3,2013-2014,1112,elective
R5159,10073,3,2013-2014,1053,elective
R5160,10073,3,2013-2014,1003,elective
R5161,10073,3,2014-2015,1236,compulsory
R5162,10073,3,2014-2015,1168,compulsory
R5163,10073,3,2014-2015,1260,compulsory-elective
R5164,10073,3,2014-2015,1102,compulsory-elective
R5165,10073,3,2014-2015,1067,compulsory-elective
R5166,10073,3,2014-2015,1269,elective
R5167,10073,3,2014-2015,1093,elective
R5168,10073,3,2014-2015,1043,elective
R5169,10073,3,2014-2015,1009,elective
R5170,10073,3,2015-2016,1294,compulsory
R5171,10073,3,2015-2016,1160,compulsory-elective
R5172,10073,3,2015-2016,1136,compulsory-elective
R5173,10073,3,2015-2016,1119,compulsory-elective
R5174,10073,3,2015-2016,1266,elective
R5175,10073,3,2015-2016,1258,elective
R5176,10073,3,2015-2016,1189,elective
R5177,10073,3,2015-2016,1179,elective
R5178,10073,3,2015-2016,1090,elective
R5179,10073,3,2016-2017,1166,compulsory
R5180,10073,3,2016-2017,1040,compulsory
R5181,10073,3,2016-2017,1269,compulsory-elective
R5182,10073,3,2016-2017,1109,compulsory-elective
R5183,10073,3,2016-2017,1004,compulsory-elective
R5184,10073,3,2016-2017,1255,elective
R5185,10073,3,2016-2017,1254,elective
R5186,10073,3,2016-2017,1182,elective
R5187,10073,3,2016-2017,1036,elective
R5188,10073,3,2017-2018,1180,compulsory
R5189,10073,3,2017-2018,1142,compulsory
R5190,10073,3,2017-2018,1252,compulsory-elective
R5191,10073,3,2017-2018,1187,compulsory-elective
R5192,10073,3,2017-2018,1033,compulsory-elective
R5193,10073,3,2017-2018,1283,elective
R5194,10073,3,2017-2018,1282,elective
R5195,10073,3,2017-2018,1245,elective
R5196,10073,3,2017-2018,1228,elective
R5197,10073,3,2017-2018,1134,elective
R5198,10073,3,2017-2018,1075,elective
R5199,10073,3,2018-2019,1104,compulsory
R5200,10073,3,2018-2019,1103,compulsory
R5201,10073,3,2018-2019,1287,compulsory
R5202,10073,3,2018-2019,1206,compulsory
R5203,10073,3,2018-2019,1270,elective
R5204,10073,3,2018-2019,1267,elective
R5205,10073,3,2018-2019,1258,elective
R5206,10073,3,2018-2019,1152,elective
R5207,10073,3,2018-2019,1110,elective
R5208,10073,3,2019-2020,1145,compulsory
R5209,10073,3,2019-2020,1093,compulsory-elective
R5210,10073,3,2019-2020,1087,compulsory-elective
R5211,10073,3,2019-2020,1007,compulsory-elective
R5212,10073,3,2019-2020,1242,elective
R5213,10073,3,2019-2020,1162,elective
R5214,10073,3,2019-2020,1108,elective
R5215,10073,3,2019-2020,1056,elective
R5216,10073,3,2020-2021,1173,compulsory
R5217,10073,3,2020-2021,1134,compulsory
R5218,10073,3,2020-2021,1279,compulsory
R5219,10073,3,2020-2021,1161,compulsory
R5220,10073,3,2020-2021,1296,elective
R5221,10073,3,2020-2021,1221,elective
R5222,10073,3,2020-2021,1184,elective
R5223,10073,3,2020-2021,1183,elective
R5224,10073,3,2020-2021,1129,elective
R5225,10073,3,2020-2021,1074,elective
R5226,10073,3,2021-2022,1149,compulsory
R5227,10073,3,2021-2022,1289,compulsory-elective
R5228,10073,3,2021-2022,1230,compulsory-elective
R5229,10073,3,2021-2022,1090,compulsory-elective
R5230,10073,3,2021-2022,1260,elective
R5231,10073,3,2021-2022,1204,elective
R5232,10073,3,2021-2022,1098,elective
R5233,10073,3,2021-2022,1034,elective
R5234,10073,3,2021-2022,1017,elective
R5235,10073,3,2022-2023,1271,compulsory
R5236,10073,3,2022-2023,1250,compulsory
R5237,10073,3,2022-2023,1102,compulsory
R5238,10073,3,2022-2023,1044,compulsory
R5239,10073,3,2022-2023,1293,elective
R5240,10073,3,2022-2023,1281,elective
R5241,10073,3,2022-2023,1239,elective
R5242,10073,3,2022-2023,1194,elective
R5243,10073,3,2022-2023,1077,elective
R5244,10073,3,2023-2024,1190,compulsory
R5245,10073,3,2023-2024,1026,compulsory
R5246,10073,3,2023-2024,1224,compulsory
R5247,10073,3,2023-2024,1004,compulsory
R5248,10073,3,2023-2024,1294,elective
R5249,10073,3,2023-2024,1291,elective
R5250,10073,3,2023-2024,1263,elective
R5251,10073,3,2023-2024,1259,elective
R5252,10073,3,2023-2024,1108,elective
R5253,10073,3,2023-2024,1057,elective
R5254,10074,1,2013-2014,1291,compulsory
R5255,10074,1,2013-2014,1277,compulsory
R5256,10074,1,2013-2014,1110,compulsory
R5257,10074,1,2013-2014,1090,compulsory
R5258,10074,1,2013-2014,1290,elective
R5259,10074,1,2013-2014,1136,elective
R5260,10074,1,2013-2014,1126,elective
R5261,10074,1,2013-2014,1098,elective
R5262,10074,1,2013-2014,1080,elective
R5263,10074,1,2014-2015,1024,compulsory
R5264,10074,1,2014-2015,1006,compulsory
R5265,10074,1,2014-2015,1280,compulsory-elective
R5266,10074,1,2014-2015,1229,compulsory-elective
R5267,10074,1,2014-2015,1016,compulsory-elective
R5268,10074,1,2014-2015,1277,elective
R5269,10074,1,2014-2015,1243,elective
R5270,10074,1,2014-2015,1150,elective
R5271,10074,1,2014-2015,1003,elective
R5272,10074,1,2015-2016,1223,compulsory
R5273,10074,1,2015-2016,1149,compulsory
R5274,10074,1,2015-2016,1295,compulsory-elective
R5275,10074,1,2015-2016,1211,compulsory-elective
R5276,10074,1,2015-2016,1201,compulsory-elective
R5277,10074,1,2015-2016,1162,compulsory-elective
R5278,10074,1,2015-2016,1259,compulsory-elective
R5279,10074,1,2015-2016,1254,compulsory-elective
R5280,10074,1,2015-2016,1245,compulsory-elective
R5281,10074,1,2015-2016,1058,compulsory-elective
R5282,10074,1,2016-2017,1108,compulsory
R5283,10074,1,2016-2017,1139,compulsory-elective
R5284,10074,1,2016-2017,1136,compulsory-elective
R5285,10074,1,2016-2017,1052,compulsory-elective
R5286,10074,1,2016-2017,1012,compulsory-elective
R5287,10074,1,2016-2017,1207,elective
R5288,10074,1,2016-2017,1117,elective
R5289,10074,1,2016-2017,1105,elective
R5290,10074,1,2016-2017,1071,elective
R5291,10074,1,2016-2017,1065,elective
R5292,10074,1,2017-2018,1077,compulsory
R5293,10074,1,2017-2018,1049,compulsory
R5294,10074,1,2017-2018,1195,compulsory-elective
R5295,10074,1,2017-2018,1171,compulsory-elective
R5296,10074,1,2017-2018,1115,compulsory-elective
R5297,10074,1,2017-2018,1292,elective
R5298,10074,1,2017-2018,1290,elective
R5299,10074,1,2017-2018,1128,elective
R5300,10074,1,2017-2018,1044,elective
R5301,10074,1,2018-2019,1131,compulsory
R5302,10074,1,2018-2019,1102,compulsory-elective
R5303,10074,1,2018-2019,1011,compulsory-elective
R5304,10074,1,2018-2019,1288,elective
R5305,10074,1,2018-2019,1191,elective
R5306,10074,1,2018-2019,1163,elective
R5307,10074,1,2018-2019,1112,elective
R5308,10074,1,2019-2020,1221,compulsory
R5309,10074,1,2019-2020,1125,compulsory
R5310,10074,1,2019-2020,1227,compulsory-elective
R5311,10074,1,2019-2020,1178,compulsory-elective
R5312,10074,1,2019-2020,1175,compulsory-elective
R5313,10074,1,2019-2020,1065,compulsory-elective
R5314,10074,1,2019-2020,1290,compulsory-elective
R5315,10074,1,2019-2020,1254,compulsory-elective
R5316,10074,1,2019-2020,1073,compulsory-elective
R5317,10074,1,2019-2020,1023,compulsory-elective
R5318,10074,1,2020-2021,1275,compulsory
R5319,10074,1,2020-2021,1102,compulsory
R5320,10074,1,2020-2021,1227,compulsory-elective
R5321,10074,1,2020-2021,1201,compulsory-elective
R5322,10074,1,2020-2021,1155,compulsory-elective
R5323,10074,1,2020-2021,1197,elective
R5324,10074,1,2020-2021,1152,elective
R5325,10074,1,2020-2021,1057,elective
R5326,10074,1,2020-2021,1025,elective
R5327,10074,1,2020-2021,1022,elective
R5328,10074,1,2021-2022,1256,compulsory
R5329,10074,1,2021-2022,1071,compulsory-elective
R5330,10074,1,2021-2022,1072,compulsory-elective
R5331,10074,1,2021-2022,1011,compulsory-elective
R5332,10074,1,2021-2022,1260,elective
R5333,10074,1,2021-2022,1222,elective
R5334,10074,1,2021-2022,1154,elective
R5335,10074,1,2021-2022,1049,elective
R5336,10074,1,2022-2023,1034,compulsory
R5337,10074,1,2022-2023,1202,compulsory-elective
R5338,10074,1,2022-2023,1159,compulsory-elective
R5339,10074,1,2022-2023,1061,compulsory-elective
R5340,10074,1,2022-2023,1052,compulsory-elective
R5341,10074,1,2022-2023,1256,elective
R5342,10074,1,2022-2023,1238,elective
R5343,10074,1,2022-2023,1136,elective
R5344,10074,1,2022-2023,1089,elective
R5345,10074,1,2022-2023,1072,elective
R5346,10074,1,2022-2023,1039,elective
R5347,10074,1,2023-2024,1069,compulsory
R5348,10074,1,2023-2024,1223,compulsory-elective
R5349,10074,1,2023-2024,1218,compulsory-elective
R5350,10074,1,2023-2024,1156,compulsory-elective
R5351,10074,1,2023-2024,1284,elective
R5352,10074,1,2023-2024,1273,elective
R5353,10074,1,2023-2024,1163,elective
R5354,10074,1,2023-2024,1136,elective
R5355,10074,1,2023-2024,1133,elective
R5356,10074,1,2023-2024,1102,elective
R5357,10074,2,2013-2014,1264,compulsory
R5358,10074,2,2013-2014,1247,compulsory-elective
R5359,10074,2,2013-2014,1172,compulsory-elective
R5360,10074,2,2013-2014,1061,compulsory-elective
R5361,10074,2,2013-2014,1296,elective
R5362,10074,2,2013-2014,1287,elective
R5363,10074,2,2013-2014,1112,elective
R5364,10074,2,2013-2014,1109,elective
R5365,10074,2,2013-2014,1038,elective
R5366,10074,2,2013-2014,1010,elective
R5367,10074,2,2014-2015,1075,compulsory
R5368,10074,2,2014-2015,1216,compulsory-elective
R5369,10074,2,2014-2015,1169,compulsory-elective
R5370,10074,2,2014-2015,1126,compulsory-elective
R5371,10074,2,2014-2015,1298,elective
R5372,10074,2,2014-2015,1266,elective
R5373,10074,2,2014-2015,1127,elective
R5374,10074,2,2014-2015,1123,elective
R5375,10074,2,2014-2015,1099,elective
R5376,10074,2,2014-2015,1030,elective
R5377,10074,2,2015-2016,1266,compulsory
R5378,10074,2,2015-2016,1062,compulsory
R5379,10074,2,2015-2016,1253,compulsory-elective
R5380,10074,2,2015-2016,1171,compulsory-elective
R5381,10074,2,2015-2016,1167,compulsory-elective
R5382,10074,2,2015-2016,1119,compulsory-elective
R5383,10074,2,2015-2016,1279,elective
R5384,10074,2,2015-2016,1195,elective
R5385,10074,2,2015-2016,1184,elective
R5386,10074,2,2015-2016,1078,elective
R5387,10074,2,2015-2016,1075,elective
R5388,10074,2,2015-2016,1073,elective
R5389,10074,2,2016-2017,1287,compulsory
R5390,10074,2,2016-2017,1057,compulsory
R5391,10074,2,2016-2017,1274,compulsory-elective
R5392,10074,2,2016-2017,1164,compulsory-elective
R5393,10074,2,2016-2017,1041,compulsory-elective
R5394,10074,2,2016-2017,1021,compulsory-elective
R5395,10074,2,2016-2017,1261,elective
R5396,10074,2,2016-2017,1238,elective
R5397,10074,2,2016-2017,1151,elective
R5398,10074,2,2016-2017,1149,elective
R5399,10074,2,2016-2017,1103,elective
R5400,10074,2,2017-2018,1247,compulsory
R5401,10074,2,2017-2018,1034,compulsory
R5402,10074,2,2017-2018,1166,compulsory
R5403,10074,2,2017-2018,1165,compulsory
R5404,10074,2,2017-2018,1128,elective
R5405,10074,2,2017-2018,1123,elective
R5406,10074,2,2017-2018,1072,elective
R5407,10074,2,2017-2018,1056,elective
R5408,10074,2,2018-2019,1122,compulsory
R5409,10074,2,2018-2019,1224,compulsory-elective
R5410,10074,2,2018-2019,1202,compulsory-elective
R5411,10074,2,2018-2019,1058,compulsory-elective
R5412,10074,2,2018-2019,1276,elective
R5413,10074,2,2018-2019,1251,elective
R5414,10074,2,2018-2019,1234,elective
R5415,10074,2,2018-2019,1229,elective
R5416,10074,2,2018-2019,1192,elective
R5417,10074,2,2019-2020,1210,compulsory
R5418,10074,2,2019-2020,1197,compulsory-elective
R5419,10074,2,2019-2020,1187,compulsory-elective
R5420,10074,2,2019-2020,1036,compulsory-elective
R5421,10074,2,2019-2020,1009,compulsory-elective
R5422,10074,2,2019-2020,1287,elective
R5423,10074,2,2019-2020,1263,elective
R5424,10074,2,2019-2020,1140,elective
R5425,10074,2,2019-2020,1106,elective
R5426,10074,2,2019-2020,1082,elective
R5427,10074,2,2020-2021,1181,compulsory
R5428,10074,2,2020-2021,1017,compulsory
R5429,10074,2,2020-2021,1243,compulsory-elective
R5430,10074,2,2020-2021,1132,compulsory-elective
R5431,10074,2,2020-2021,1023,compulsory-elective
R5432,10074,2,2020-2021,1268,elective
R5433,10074,2,2020-2021,1238,elective
R5434,10074,2,2020-2021,1086,elective
